video_id,title,views,likes,comments,publish_days,subscribers
JHWh3JXJL7w,離開葡萄牙！搭了航空界奧斯卡？商務艙也太神奇！抵達希臘雅典啦｜歐洲四國 EP4,160461,2364,116,385,543000
sEuU0sAAEQk,『美墨邊界』台灣護照被叫去小房間？真的超危險嗎？灰狗巴士直達墨西哥🇲🇽｜Limit Trip Ep7,207494,3223,163,28,543000
wQK__FOsk1c,最終站！一個人不孤單玩雅典 🇬🇷 希臘必吃美食、私藏浪漫景點、被大叔請喝咖啡｜歐洲四國 Ep5,249210,3185,159,381,543000
usy3ZNuB_HE,澳洲公路｜最無聊的首都？坎培拉 2 日超好玩攻略！開飛機飛越！我竟然是E型人！,142789,2349,133,255,543000
fRrNvsxL9v0,一個人來「不丹 Bhutan 🇧🇹」喜馬拉雅山下神秘國度！幸福第一名？要噴很多錢！真的快樂嗎｜Buthan Ep1,782753,9126,335,241,543000
X4iKeGRRWCE,如何便宜玩「馬爾地夫🇲🇻」？喝酒喝到飽！龍蝦吃到爽，三餐全部包！獨享水上屋～,133444,2384,106,52,543000
Fa_aT-51NCY,紐西蘭秘境♨️ 自己挖溫泉！一天只有兩次機會，奧克蘭開跑｜紐西蘭 New Zealand Ep1,116496,1788,105,112,543000
IiToImORhGI,成為佛州居民！真的不養閒人？飛行學校的生活！還有AirShow ！好快樂 🥰,206135,3349,157,203,543000
7ofGOP0QGnA,馬爾地夫 5 萬4晚全包？！酒水喝到飽！食物隨便吃到飽！,138387,2132,123,56,543000
XUqAL6jRs0c,百年鬧鬼飯店！住一晚要價 15000 元！晚上竟然聽到怪聲？！｜班夫 Banff,751186,9044,526,1078,543000
KqR9Ej6Ch3A,荷蘭必住！船屋初體驗？極養眼荷蘭小鮮肉，羊角村怎麼玩？攻略！｜環球之旅 Netherlands,311792,4417,142,824,543000
UK9sEtAMW3M,法國🇫🇷國慶限定！吃爆消防猛男！一日狂歡攻略～羅浮宮也免費看？｜環球之旅 Paris,263341,2645,87,882,543000
-ciroqnHp5s,尼泊爾街頭美食？路邊早餐挑戰！到當地人家吃飯！報紙當衛生紙用？｜Nepal vlog6,400489,5264,180,742,543000
EZGjC2C96Mw,徒步環島｜粉絲抱著說我長得很像他妹妹，要我一定要加油！白沙屯我來了～Day51-53 逢甲-大甲-白沙屯｜小象出走中#26,118950,1418,105,1566,543000
Z9dHkVxxklg,24 歲我存到一百萬！時間管理大師？『存錢規劃分享』不當靠爸靠媽族，畢業後一年也能有第一桶金｜象姨姨買房䁖！,180604,3648,290,1363,543000
XawCi1b_9G0,分手半年，我們復合了He Said Yes！岔路後再次走一起，我愛你/妳,1140050,22819,1790,784,543000
D1DA-3aDs74,後悔！不要一個人開RV？黃石國家公園自己排糞水！夜宿露營車營地~｜環球之旅 Yellow Stone,438237,6649,273,801,543000
aKVBKJm04Rc,洛杉磯猛鬼飯店！睡覺時竟然夢到？！靈異現象….最多命案的旅社｜LA,375386,4562,256,651,543000
Oakvne7Ilc0,25 歲自己買房！如何存到錢買房？『小資女買房首選撇步』，靠自己買房，少壓力首購族｜象姨姨買房䁖！,64876,994,81,1356,543000
9nUk0ULJoIQ,馬祖北竿｜12 個必去美食景點 • 正式封馬祖為求婚島！【馬祖Vlog #5】玩爆北竿,69262,730,63,1503,543000
hcBXKjSxrjE,小心！第三方網站的陷阱！機票不是便宜就買，直接再噴四萬多！泰國航空商務艙？,412055,4167,310,591,543000
u8Nw6tviRag,非洲街頭小吃！真的不怕拉肚子？奇怪玉米粥？路邊烤牛胃？離開時大哭了！｜環球之旅 Madagascar,557600,9686,351,850,543000
nXuQKRwppKs,恐怖！墨西哥『鬼娃島』上千隻娃娃掛在島上！進得去但出的來嗎？｜Mexico EP2,404387,5869,256,990,543000
d-MiHrKqZmY,露營車10天橫跨紐西蘭！悲劇經驗 😅 這次能成功嗎？第一站哈比村開箱！｜紐西蘭 New Zealand Ep2,153027,2180,88,108,543000
thEpf5g4xLE,徒步環島｜我們出發了！！Day 1-2 桃園-淡水-富貴角 ｜ 小象出走中系列 #1,114172,1654,117,1648,543000
XMn6m71yoiU,差點被騙？世上最有錢城市『阿布達比』一落地就遇到非法司機？快閃12小時｜Birthday Trip EP6,363662,4903,321,497,543000
oqjUpAGNbIE,王品集團最便宜只要 169 元！外帶吃 5 家王品集團！享鴨烤鴨 陶板屋便當 原燒燒肉 王品套餐 石二鍋火鍋,174040,884,105,1286,543000
PUSqdaV4xRY,基隆廟口 • 一起回味必吃 8 間老店,226513,808,407,2411,543000
TYii1itY-0k,俄羅斯沒有麥當勞！也沒有星巴克！全部撤資？這邊人竟然吃這個？｜俄羅斯 EP2,413841,5444,336,350,543000
P_MSppf_ahs,俄羅斯！最終站『貝加爾湖』  百萬人喪命？恐怖的藍色大湖，寒毛直豎 🥶｜俄羅斯 EP5,259748,3720,145,325,543000
W3jwm_8D1ek,如標題，網路上的那些負面評價，需討論檢討或解釋的那些「我」,213558,6006,1348,486,543000
NhgV_a_kLeQ,一個人來「印度🇮🇳」最愛國家？粉紅之城Jaipur 齋浦爾！超狂2D 世界！女生來安全嗎？,298725,4024,198,227,543000
qfpiPVaMbHo,全球最大迪士尼！只花 250美！玩爆 4日四園？專屬通關手環？設施故障三百回！,218728,2784,125,178,543000
JqgAxb20WhQ,曼谷最大！400個攤位 一個足球場大 沒有觀光客！一週只有三天？ World Market Bangkok,677959,5106,220,661,543000
ozDV3Kn6oi8,迪士尼郵輪必去Disney Island『Castaway Cay』夢幻爆表❤️ 起床直接登陸！米奇在哪裡？｜Disney cruise EP2,553029,8357,222,1013,543000
0Lh8xDf4D5I,瘋了！竟然坐這艘船！在非洲大河漂三天？馬達加斯加的奇幻漂流，史上最崩潰……｜環球之旅 Madagascar,599855,11250,507,857,543000
fPKYwp0ScIg,3000 元包了一個穀倉？陰森廢墟教堂！GPS 找不到的上帝秘境！｜USA RoadTrip EP9,142890,2288,210,1036,543000
w0VXcVJmwHM,『菲律賓商務艙』最浮誇調酒👍 沒中轉住宿？食物好吃不得了！台北-馬尼拉-洛杉磯,172831,2421,106,213,543000
u-SL4vzJAf4,阿曼最終章！勇闖阿拉伯海？夜教野生小海龜？阿曼也有邦邦粉❤️ 沙漠公路之旅｜Birthday Trip Ep5,201868,3047,154,500,543000
cUopZJw-xzo,自己買房自己驗屋！新手驗屋注意事項，初驗竟然那麼多問題？｜象姨姨買房瞜！,176931,1230,126,1341,543000
aj1k5SiCuHo,挑戰！孟加拉大河睡四天？只能河裡洗澡！水牛島現擠牛奶，竟然還要自己捕魚？｜Bangladesh Vlog3,376157,5576,295,595,543000
rCohMoK5858,吃爆四川！男友是百萬Youtuber ？竟然賺那麼多！隱瞞半年的私房錢，四川夜市必吃😋,395217,4272,312,371,543000
ARbhTmTZHGc,開箱！俄羅斯夜舖火車！世界最長「西伯利亞鐵路」2天1夜怎麼渡過？又貴又小Siberia Railway｜俄羅斯 EP4,438156,6175,201,343,543000
HzubPKLJ8qw,韓國好荒涼的地方？一個人入住深山…. Airbnb 蒙古包什麼都沒包,165466,2045,127,420,543000
iO8RYkndikM,一個人來「俄羅斯」它與世界為敵？不能刷卡！不能租車！不好訂房！語言不通…..史上艱難之旅｜俄羅斯 EP1,645846,9617,600,353,543000
ilxXhHquWcw,尼泊爾來了！挑戰聖母峰EBC！竟然跑錯按摩店？世上最危險的機場｜Nepal Vlog 1,344801,5861,204,759,543000
SeYIcGuPh-8,飛到墨西哥啦！吃爆 10 個街頭小吃！會不會拉肚子？神奇藍色玉米餅？都是用手拿！｜Mexico ep1,320216,5461,231,994,543000
0MuXuTSuoHc,環球最終章，再見古巴！全國被控制？遇到世紀大颶風？斷水斷電斷網！進入緊戒時刻…｜環球之旅 Cuba,445999,8152,406,787,543000
gdG4Nf4Y4eQ,會開飛機！也要會跳機了？殘酷二選一全部都要幹！高空跳傘🪂勇闖冰川｜紐西蘭 New Zealand Ep5,71264,1480,89,94,543000
gF9sdGVkrJs,開箱美國最狂Airbnb 『鳥舍』完全沒訊號？不能洗澡！只有紗窗沒窗戶？｜USA Road Trip ep12,254202,5528,222,1025,543000
rBvDmnkNLe8,最終章！非洲最大貧民窟！竟然生活在垃圾堆？愛滋率最高地方！出發前還暴動了｜環球之旅 Kenya,653181,9695,337,833,543000
1Izu7JrcggU,非洲必去！馬達加斯加生命大道！上千萬人為它而來？｜環球之旅 Madagascar,324964,6332,304,854,543000
g1du0iD0o4o,一夜商展｜一個禮拜只開一天！台南在地「新營夜市」竟然有絕版露天火鍋｜一夜商展系列 ep2,278893,2343,434,1466,543000
Vm67syIA0BY,象開箱｜釀梅酒成功！！最好喝的竟然是它？ 九種梅酒喝法，烏龍茶也太讚了吧！,27952,278,59,1389,543000
S_nWW3HiJro,考上機師！10個月終於拿到PPL執照！這條路太難，差點放棄…..,626155,15674,1293,318,543000
kovtSmUz2Ns,東港早餐🉐 限定！超大海鮮飯湯！一早吃炸豆皮？肉粿是什麼？無敵小肉圓,93554,1498,101,77,543000
6HDpa2Bp6qs,美國 66 號公路，10 個必去景點！一個人的監獄？絕美藍洞！陰屍路加油站|  USA Road Trip Ep7,209531,3413,188,1048,543000
-6gLSDEQC6g,墨西哥必去！一人入住 3000台幣！吃喝玩免費供應？『坎昆』全包式渡假村 All-inclusive ｜Mexico EP5,304796,3912,211,980,543000
mvyynZ3FWUI,一個人環『夏威夷』不用5000元包車包住！全新玩法！省錢攻略大開🤝｜環球之旅 Hawaii,281560,3580,167,812,543000
yV1FGElzQtU,再見不丹Buthan🇧🇹 人民真的快樂嗎？佛教聖壇「虎穴寺」，導遊說真心話了｜Bhutan Ep3,275248,3937,155,231,543000
IAniFw1QQnQ,我放棄了！一人自駕雪地，零下24度，沒有人能幫忙，真的會撐不下去……｜班夫 Banff,441361,5532,379,1081,543000
G198gzbnIX0,一個人玩葡萄牙🇵🇹 太chill結果被扒？損失現金！怒吃葡式蛋撻！買爆百年魚罐頭 孤單法朵餐廳…｜歐洲四國ep3,427579,4102,234,388,543000
HMDWZzRZ5pI,阿朗壹古道｜全長 9 公里，開車抵達不了的秘境，公路的盡頭旭海！｜ 小象出走中系列#14,182205,1465,82,1601,543000
WOg1PanIFTQ,韓國三大鬼屋「盈德凶宅」！獨自前往廢墟，數百條魂埋葬，差點撞見………. Yeonddeokhouse,169467,2616,329,427,543000
w2EBQ1spgD8,吃爆小琉球！15間全攻略！430海鮮燒烤吃到飽？厚料鯛魚燒！喝玩樂一次搞定🤝,168054,2128,118,80,543000
Xp--vmxIwuI,一個人來「萬那杜」大洋洲神秘小國？最快樂國家！超遠！超貴！超熱｜Vanuatu EP1,382287,5049,179,269,543000
AqzsRjm0OnU,泰國火車開箱！坐到全新頭等艙 只要 1000 台幣？還可以洗澡！食物好難吃 🤣 ft.國泰世華商業銀行｜Chiangmai Vlog4,318740,3436,116,665,543000
1n5uRnqY2mc,再見！110天極限之旅！一個人橫跨北南極！世界最長泛美公路｜Limit Trip Ep1,245636,5673,348,49,543000
aFUPiAzbxxs,28 歲來凍卵！不想結婚？每天打一針！！取出 15 顆卵子，還被插尿管？,135055,1712,161,1179,543000
33OSLI8fIkE,機師Q&A！究竟噴了多少錢？家人支持嗎？要當民航機師嗎？英文條件要多好？,155281,4232,220,182,543000
enMXzGEicU0,假的！自由古巴？它只是一句口號..…還剩多少時間可以浪費？ 加勒比海 - 千里達｜環球之旅 Cuba,493931,9762,641,791,543000
5qo6doVghuo,環台東｜貫穿台11海線！巨無霸蛋包飯 ㊙️ 黯然銷魂炸鬼頭刀？200元超大份生魚片,167940,1915,147,479,543000
kJt2RUWYQfE,睡在『千年城堡』真的有鬧鬼嗎？半夜裡闖地窖，嚇到小羊了！｜環球之旅 Germany,231233,3563,186,815,543000
_u-eJRFm_cU,洛杉磯最危險區域❗️約會帶我來這對嗎？最好吃 Tacos 🌮 最嚇人的夜市？犯罪率最高的公園！,216759,2760,192,210,543000
tGBbzuLKXEg,【印度 Vlog#4】印度恆河｜媽啊！我跳恆河了，洗滌我罪惡的身心靈，瓦拉納西  Varanasi,606133,4821,514,1788,543000
nN6jkIFdPPU,挑戰！一個人『萬那杜』自駕，環島一圈？載陌生人回家？闖入部落小學｜Vanuatu EP2,190282,3957,156,266,543000
U7oxrwEAJ-k,快樂系列出發～買菜錢我出！阿公阿嬤的反應？老闆竟然接著傳遞快樂！,93584,2757,186,920,543000
ZYjlsYWtspY,古巴！不做會後悔的事？60 年代老爺車狂飆，萊姆酒無限加！mojito 也太便宜？｜環球之旅 Cuba,260164,4132,186,794,543000
V---ql_yFuI,金門攻略！29 個必吃必玩！三天兩夜機+酒 溫體牛吃到飽、落日景點、巨大8元饅頭？｜環金門,287005,2904,129,773,543000
-UcnnuI9jNQ,必看！肯亞『動物大遷徙』非洲五霸我竟然看到牠？最震撼的生命旅程 Great Migration｜環球之旅 Kenya,480879,8050,291,840,543000
glRgTZdfCrQ,德國『羅騰堡』！喝酒能救人？全鎮竟然倖存了！一日遊 VLOG 攻略｜環球之旅 germany,212461,3462,180,819,543000
6slAKH-jrGo,挑戰！印度夜市！新德里最大「月光市集」街頭美食都吃什麼？都有硫黃味？！味道zer 上來,499984,5607,451,220,543000
cPAoWUXKdRM,【秘魯旅遊】漂浮在的的喀喀的民族，湖傳說中的童話村落！,12215,90,7,2161,543000
0w4Czn4SbiE,獨自睡『阿曼大沙漠』50度沒有遊客？蝙蝠入侵！遊牧民族 生活 駱駝 30歲生日｜Birthday Trip EP4,255891,4025,330,504,543000
JudTJ52lUTM,奢華夏威夷！一晚3萬五星飯店！貴婦都這樣玩的嗎？VVIP才有的享受！頂級開箱｜環球之旅 Hawaii,282228,3716,151,805,543000
CDGA4IsMxPs,搭上高山直升機！進了尼泊爾醫院？避免詐騙，EBC 直升機保險很重要‼️｜Nepal Vlog 5,433255,5838,268,745,543000
V-GijGLMDkc,環韓國之旅！一個人自駕可以嗎？竟然不能用Google Map？江陵吃爆大魷魚,206157,3286,243,434,543000
M-79b8j5D90,吃爆桃園！超多餐車美🚚 Google 超難找！排隊素食宵夜？銀絲卷變三明治？巨無霸皮蛋蛋餅,187494,1962,120,119,543000
dBkUm-3TIcM,象吃爆｜永康街必好吃！巨無霸越南河粉  一秒飛西藏？台版 In N Out 美洲霸主,52741,762,440,1216,543000
-hsxe0oxfcA,嚇到！荷蘭恐怖體驗😳 吃了它！會聽到另一個自己在說話？18🈲｜歐洲4國EP2,115533,1542,149,392,543000
Ct3tE5V-ImI,佛羅里達Key West must do ！美國最南方小島！竟然有獨立海螺國？超帥咖啡店老闆！ ｜USA Road Trip ep13,128978,2516,114,1022,543000
tHR-dV75fLk,越南夜舖巴士！能全躺平？一趟只要600台幣？胡志明吃什麼！芽莊怎麼去？｜胡志明-芽莊 Ep1,161990,2242,126,150,543000
sIUDviHq8oM,世界的肚臍？終於抵達澳洲正中心！Uluru 烏魯魯 Ayers Rock，貴屎人了！,199414,3038,116,294,543000
